date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:01:37	6996/6996	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20May%202018%2017:01:37%20GMT	https://school9.perm.ru/gate/admin/?redirect=%2Fgate%2Fresources%2Fdownloads%2F	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/admin/index5fa8.html	(from https://school9.perm.ru/gate/resources/downloads/)
22:01:37	909/909	---M--	200	added ('OK')	application/javascript	etag:%225acf3fb1-38d%22	https://school9.perm.ru/gate/scripts/dd_form.js	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/scripts/dd_form.js	(from https://school9.perm.ru/gate/login/registration/)
22:01:38	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20May%202018%2017:01:38%20GMT	https://school9.perm.ru/gate/login?redirect=%2Fgate%2Flogin%2Fregistration%2F	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/logina52b	(from https://school9.perm.ru/gate/login/registration/)
22:01:38	8285/8285	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20May%202018%2017:01:38%20GMT	https://school9.perm.ru/gate/login/restore/	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/login/restore/index.html	(from https://school9.perm.ru/gate/login/?redirect=%2Fgate%2F)
22:01:38	13282/13282	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20May%202018%2017:01:38%20GMT	https://school9.perm.ru/gate/login/registration/?redirect=%2Fgate%2Flogin%2F%3Fredirect%3D%252Fgate%252F	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/login/registration/indexc410.html	(from https://school9.perm.ru/gate/login/?redirect=%2Fgate%2F)
22:01:38	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20May%202018%2017:01:38%20GMT	https://school9.perm.ru/gate/login	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/login	(from https://school9.perm.ru/gate/login/registration/)
22:01:38	6308/6308	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Sun,%2027%20May%202018%2017:01:38%20GMT	https://school9.perm.ru/gate/tester/?redirect=%2Fgate%2Flogin%2Fregistration%2F	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/tester/indexa52b.html	(from https://school9.perm.ru/gate/login/registration/)
22:01:38	2486/2486	---MC-	200	added ('OK')	image/gif	date:Sun,%2027%20May%202018%2017:01:39%20GMT	https://school9.perm.ru/gate/inc/stuff/captcha/data.php	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/inc/stuff/captcha/data.gif	(from https://school9.perm.ru/gate/login/registration/)
22:01:38	7557/7557	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20May%202018%2017:01:39%20GMT	https://school9.perm.ru/gate/login/?redirect=%2Fgate%2Flogin%2Fregistration%2F	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/login/indexa52b.html	(from https://school9.perm.ru/gate/login/registration/)
22:01:39	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20May%202018%2017:01:39%20GMT	https://school9.perm.ru/gate/login?redirect=%2Fgate%2Farticles%2Fnews%2Ftext%2F%3Fuid%3D10	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/login2bc1	(from https://school9.perm.ru/gate/articles/news/text/?uid=10)
22:01:39	185/185	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2027%20May%202018%2017:01:39%20GMT	https://school9.perm.ru/gate/articles/news/text	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/articles/news/text	(from https://school9.perm.ru/gate/articles/news/text/?uid=10)
22:01:39	6993/6993	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20May%202018%2017:01:39%20GMT	https://school9.perm.ru/gate/admin/?redirect=%2Fgate%2Flogin%2Fregistration%2F	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/admin/indexa52b.html	(from https://school9.perm.ru/gate/login/registration/)
22:01:39	169/169	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2027%20May%202018%2017:01:39%20GMT	https://school9.perm.ru/gate/resources/pub/ReleaseNotes/ReleaseNotes-5.0.3-m1.txt	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/resources/pub/ReleaseNotes/ReleaseNotes-5.0.3-m1.txt	(from https://school9.perm.ru/gate/articles/news/text/?uid=10)
22:01:39	7361/7361	---MC-	200	added ('OK')	text/html	date:Sun,%2027%20May%202018%2017:01:40%20GMT	https://school9.perm.ru/gate/login/	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/login/index.html	(from https://school9.perm.ru/gate/login/registration/)
22:01:40	6584/6584	---M--	200	added ('OK')	image/gif	etag:%225acf3fae-19b8%22	https://school9.perm.ru/gate/pics/construction.gif	C:/Users/%d0%98%d0%b2%d0%b0%d0%bd/Desktop/gate%20web/gate/gate/school9.perm.ru/gate/pics/construction.gif	(from https://school9.perm.ru/gate/login/viewuser/?id=1&redirect=%2Fgate%2F)
